make,model,trim,cylinder_layout,number_of_cylinders,engine_type,mixed_fuel_consumption_per_100km,city_fuel_per_100km,highway_fuel_per_100km
25258,Porsche,911,S 3.0 MT,Opposed,6,Gasoline,8.7,12.2,6.6
25259,Porsche,911,S 3.0 PDK,Opposed,6,Gasoline,7.7,10.1,6.4
25260,Porsche,911,3.8 AMT,Opposed,6,Gasoline,11.8,18.1,8.2
25261,Porsche,911,3.8 PDK,Opposed,6,Gasoline,12.4,18.9,8.9
25262,Porsche,911,4.0 MT,Opposed,6,Gasoline,12.9,19.7,8.8
25263,Porsche,911,4.0 PDK,Opposed,6,Gasoline,12.7,19.4,8.8
25264,Porsche,911,RS 4.0 PDK,Opposed,6,Gasoline,12.7,19.2,8.9
25265,Porsche,911,RS 4.0 PDK,Opposed,6,Gasoline,12.8,19.2,9
25266,Porsche,911,3.0 MT,Opposed,6,Gasoline,9.5,13.5,7.1
25267,Porsche,911,3.0 PDK,Opposed,6,Gasoline,8.5,11.5,6.8
25268,Porsche,911,4 3.0 MT,Opposed,6,Gasoline,8.9,12.4,6.9
25269,Porsche,911,4 3.0 PDK,Opposed,6,Gasoline,7.9,10.3,6.5
25270,Porsche,911,4 GTS 3.0 MT,Opposed,6,Gasoline,9.7,13.3,7.6
25271,Porsche,911,4 GTS 3.0 PDK,Opposed,6,Gasoline,8.7,11.2,7.3
25272,Porsche,911,4S 3.0 MT,Opposed,6,Gasoline,9,12.6,6.8
25273,Porsche,911,4S 3.0 PDK,Opposed,6,Gasoline,8,10.4,6.7
25274,Porsche,911,3.8 PDK,Opposed,6,Gasoline,9.3,12.1,7.6
25275,Porsche,911,S 3.8 PDK,Opposed,6,Gasoline,9.3,12.1,7.6
25276,Porsche,911,3.8 PDK,Opposed,6,Gasoline,9.1,11.8,7.5
25277,Porsche,911,S 3.8 PDK,Opposed,6,Gasoline,9.1,11.8,7.5
25278,Porsche,911,S Exclusive Series 3.8 PDK,Opposed,6,Gasoline,9.1,11.8,7.5
25279,Porsche,911,4S 3.0 PDK AWD,Opposed,6,Gasoline,9,11.1,7.8
25280,Porsche,911,S 3.0 PDK,Opposed,6,Gasoline,8.9,10.7,7.9
25281,Porsche,911,4.0 MT,Opposed,6,Gasoline,13.8,20.6,9.9
25282,Porsche,911,3.0 AMT 4WD,opposed,6,petrol,9.8,12.8,8
25283,Porsche,911,3.0 AMT 4WD,opposed,6,petrol,9.9,13.3,8
25284,Porsche,911,3.0 MT 4WD,opposed,6,petrol,10.3,15,7.6
25285,Porsche,911,3.6 MT Carrera,Opposed,6,Gasoline,11.9,17.7,8.6
25286,Porsche,911,3.6 MT Carrera 4,Opposed,6,Gasoline,12.2,18,8.9
25287,Porsche,911,3.6 MT Carrera,Opposed,6,Gasoline,11.6,17.6,8.6
25288,Porsche,911,3.6 MT Carrera 4,Opposed,6,Gasoline,11.9,17.6,8.6
25289,Porsche,911,3.6 MT,Opposed,6,Gasoline,11.9,17.7,8.6
25290,Porsche,911,3.4 MT Carrera,Opposed,6,Gasoline,11.8,17.2,8.5
25291,Porsche,911,3.4 MT Carrera 4,Opposed,6,Gasoline,11.8,17.2,8.5
25292,Porsche,911,3.6 MT GT2,Opposed,6,Gasoline,12.9,18.8,9.3
25293,Porsche,911,3.6 MT Carrera,Opposed,6,Gasoline,11.1,16.1,8.1
25294,Porsche,911,3.6 MT Carrera 4,Opposed,6,Gasoline,11.1,16.1,8.1
25295,Porsche,911,3.6 MT Carrera 4S,Opposed,6,Gasoline,11.4,16.3,8.5
25296,Porsche,911,3.6 MT GT3,Opposed,6,Gasoline,12.9,20,8.8
25297,Porsche,911,3.6 MT Turbo,Opposed,6,Gasoline,12.2,19,9.2
25298,Porsche,911,3.6 MT,Opposed,6,Gasoline,11.1,16.1,8.1
25299,Porsche,911,4 3.6 MT,Opposed,6,Gasoline,11.3,16.6,8.4
25300,Porsche,911,4S 3.8 MT,Opposed,6,Gasoline,11.8,17.6,8.5
25301,Porsche,911,S 3.8 MT,Opposed,6,Gasoline,11.8,17.3,8.4
25302,Porsche,911,3.6 MT,Opposed,6,Gasoline,11,16.1,8.1
25303,Porsche,911,4 3.6 MT,Opposed,6,Gasoline,11.3,16.6,8.4
25304,Porsche,911,4S 3.8 MT,Opposed,6,Gasoline,11.8,17.6,8.5
25305,Porsche,911,S 3.8 MT,Opposed,6,Gasoline,11.5,17,8.4
25306,Porsche,911,3.6 T MT,Opposed,6,Gasoline,12.8,18.8,9.5
25307,Porsche,911,3.6 MT,Opposed,6,Gasoline,12.8,19.8,8.9
25308,Porsche,911,RS 3.6 MT,Opposed,6,Gasoline,12.8,19.8,8.9
25309,Porsche,911,4 3.6 MT,Opposed,6,Gasoline,11.3,16.6,8.4
25310,Porsche,911,4S 3.8 MT,Opposed,6,Gasoline,11.8,17.6,8.5
25311,Porsche,911,3.6 T MT,Opposed,6,Gasoline,12.8,18.8,9.5
25312,Porsche,911,3.6 MT,Opposed,6,Gasoline,10.4,15.6,7.5
25313,Porsche,911,3.6 PDK,Opposed,6,Gasoline,9.9,14.9,7
25314,Porsche,911,4 3.6 MT AWD,Opposed,6,Gasoline,10.8,16.2,7.8
25315,Porsche,911,4 3.6 PDK AWD,Opposed,6,Gasoline,10.3,15.5,7.4
25316,Porsche,911,4 GTS 3.8 MT,Opposed,6,Gasoline,11.2,16.8,8
25317,Porsche,911,4 GTS 3.8 PDK,Opposed,6,Gasoline,10.7,16.1,7.7
25318,Porsche,911,4S 3.8 MT AWD,Opposed,6,Gasoline,11.2,16.8,8
25319,Porsche,911,4S 3.8 PDK AWD,Opposed,6,Gasoline,10.7,16.1,7.7
25320,Porsche,911,GTS 3.8 MT,Opposed,6,Gasoline,10.8,16.2,7.7
25321,Porsche,911,GTS 3.8 PDK,Opposed,6,Gasoline,10.3,15.5,7.3
25322,Porsche,911,S 3.8 MT,Opposed,6,Gasoline,10.8,16.2,7.7
25323,Porsche,911,S 3.8 PDK,Opposed,6,Gasoline,10.3,15.5,7.3
25324,Porsche,911,3.6 MT,Opposed,6,Gasoline,10.3,15.5,7.4
25325,Porsche,911,3.6 MT Black Edition,Opposed,6,Gasoline,10.3,15.5,7.4
25326,Porsche,911,3.6 PDK,Opposed,6,Gasoline,9.8,14.7,7
25327,Porsche,911,3.6 PDK Black Edition,Opposed,6,Gasoline,9.8,14.7,7
25328,Porsche,911,4 3.6 MT AWD,Opposed,6,Gasoline,10.6,15.9,7.7
25329,Porsche,911,4 3.6 PDK  AWD,Opposed,6,Gasoline,10.1,15.2,7.2
25330,Porsche,911,4 GTS 3.8 MT,Opposed,6,Gasoline,11,16.5,7.9
25331,Porsche,911,4 GTS 3.8 PDK,Opposed,6,Gasoline,10.5,15.8,7.5
25332,Porsche,911,4S 3.8 MT AWD,Opposed,6,Gasoline,11,16.5,7.9
25333,Porsche,911,4S 3.8 PDK  AWD,Opposed,6,Gasoline,10.5,15.8,7.5
25334,Porsche,911,GTS 3.8 MT,Opposed,6,Gasoline,10.6,15.9,7.6
25335,Porsche,911,GTS 3.8 PDK,Opposed,6,Gasoline,10.2,15.3,7.2
25336,Porsche,911,S 3.8 MT,Opposed,6,Gasoline,10.6,15.9,7.6
25337,Porsche,911,S 3.8 PDK,Opposed,6,Gasoline,10.2,15.3,7.2
25338,Porsche,911,RS 3.6 MT,Opposed,6,Gasoline,11.9,17.9,8.7
25339,Porsche,911,RS 4.0 MT,Opposed,6,Gasoline,13.8,20.4,9.9
25340,Porsche,911,3.8 PDK,Opposed,6,Gasoline,10.3,15.5,7.3
25341,Porsche,911,3.8 MT,Opposed,6,Gasoline,10.6,15.9,7.6
25342,Porsche,911,4 3.6 MT AWD,Opposed,6,Gasoline,10.6,15.9,7.7
25343,Porsche,911,4 3.6 PDK AWD,Opposed,6,Gasoline,10.3,15.5,7.4
25344,Porsche,911,4S 3.8 MT AWD,Opposed,6,Gasoline,11,16.5,7.9
25345,Porsche,911,4S 3.8 PDK AWD,Opposed,6,Gasoline,10.7,15.8,7.7
25346,Porsche,911,3.8 MT AWD,Opposed,6,Gasoline,11.7,16.7,8.4
25347,Porsche,911,3.8 PDK AWD,Opposed,6,Gasoline,11.5,16.7,8.2
25348,Porsche,911,S 3.8 PDK AWD,Opposed,6,Gasoline,11.5,16.7,8.2
25349,Porsche,911,3.8 MT AWD,Opposed,6,Gasoline,11.6,16.5,8.3
25350,Porsche,911,3.8 PDK AWD,Opposed,6,Gasoline,11.4,16.5,8.1
25351,Porsche,911,S 3.8 PDK AWD,Opposed,6,Gasoline,11.4,16.5,8.1
25352,Porsche,911 GT3,3.8 AMT,opposed,6,Gasoline,12.4,18.9,8.9
25353,Porsche,911 GT3,4.0 AMT,opposed,6,petrol,12.7,19.2,8.9
25354,Porsche,911 GT3,4.0 AMT,opposed,6,petrol,12.8,19.2,9
25355,Porsche,911 GT3,3.6 MT,opposed,6,Gasoline,13,20.2,8.9
25356,Porsche,911 GT3,3.6 MT,opposed,6,Gasoline,12.9,20.3,8.8
25357,Porsche,911 GT3,3.6 MT,opposed,6,Gasoline,12.8,19.8,8.9
25358,Porsche,911 GT3,3.8 MT,opposed,6,Gasoline,12.6,19.2,9
25359,Porsche,911 GT3,3.8 MT,opposed,6,petrol,13.2,19.4,9.6
25360,Porsche,911 GT3,4.0 MT,opposed,6,petrol,13.8,20.4,9.9
25361,Porsche,928,5.4 MT,V-type,8,Gasoline,12,20.8,9.8
25362,Porsche,968,3.0 MT,Inline,4,Gasoline,8,14,7
25363,Porsche,968,3.0 MT,Inline,4,Gasoline,8,14,7
25364,Porsche,Boxster,3.4 MT,Opposed,6,Gasoline,9,12.7,7.1
25365,Porsche,Boxster,3.4 PDK,Opposed,6,Gasoline,8.2,11.4,6.3
25366,Porsche,Boxster,2.7 MT,Opposed,6,Gasoline,8.2,11.4,6.3
25367,Porsche,Boxster,2.7 PDK,Opposed,6,Gasoline,7.7,10.6,5.9
25368,Porsche,Boxster,S 3.4 MT,Opposed,6,Gasoline,8.8,12.2,6.9
25369,Porsche,Boxster,S 3.4 PDK,Opposed,6,Gasoline,8,11.2,6.2
25370,Porsche,Boxster,2.5 MT,Opposed,4,Gasoline,9,12.3,7
25371,Porsche,Boxster,2.5 PDK,Opposed,4,Gasoline,8.2,10.9,6.6
25372,Porsche,Boxster,2.0 MT,Opposed,4,Gasoline,7.4,9.9,6
25373,Porsche,Boxster,2.0 PDK,Opposed,4,Gasoline,6.9,9,5.7
25374,Porsche,Boxster,S 2.5 MT,Opposed,4,Gasoline,8.1,10.7,6.5
25375,Porsche,Boxster,S 2.5 PDK,Opposed,4,Gasoline,7.3,9.5,6
25376,Porsche,Boxster,2.5 MT,Opposed,6,Gasoline,8.9,14.3,7.1
25377,Porsche,Boxster,2.5 Tiptronic,Opposed,6,Gasoline,9.4,15.8,8
25378,Porsche,Boxster,2.7 MT,Opposed,6,Gasoline,9.9,14.6,7.4
25379,Porsche,Boxster,2.7 Tiptronic,Opposed,6,Gasoline,10.9,15.9,8
25380,Porsche,Boxster,S 3.2 MT,Opposed,6,Gasoline,10.7,15.6,7.8
25381,Porsche,Boxster,S 3.2 Tiptronic,Opposed,6,Gasoline,11.3,17.2,8.2
25382,Porsche,Boxster,2.7 MT,Opposed,6,Gasoline,9.7,14.2,7.1
25383,Porsche,Boxster,2.7 Tiptronic,Opposed,6,Gasoline,10.7,15.3,7.9
25384,Porsche,Boxster,S 3.2 MT 50 Years of the 550,Opposed,6,Gasoline,10.5,15.34,7.8
25385,Porsche,Boxster,S 3.2 Tiptronic 50 Years of the 550,Opposed,6,Gasoline,11,16.36,6.9
25386,Porsche,Boxster,2.7 5MT,Opposed,6,Gasoline,9.6,13.9,6.9
25387,Porsche,Boxster,2.7 5MT,Opposed,6,Gasoline,9.27,13.77,6.8
25388,Porsche,Boxster,2.7 6MT,Opposed,6,Gasoline,9.8,14.2,7.24
25389,Porsche,Boxster,2.7 6MT,Opposed,6,Gasoline,9.5,14.1,7.1
25390,Porsche,Boxster,2.7 Tiptronic,Opposed,6,Gasoline,10.5,15.2,7.8
25391,Porsche,Boxster,2.7 Tiptronic,Opposed,6,Gasoline,10,14.9,7.7
25392,Porsche,Boxster,S 3.2 MT,Opposed,6,Gasoline,10.4,15.2,7.8
25393,Porsche,Boxster,S 3.2 Tiptronic,Opposed,6,Gasoline,10.97,16.25,7.9
25394,Porsche,Boxster,S 3.4 MT,Opposed,6,Gasoline,10.62,15.34,7.8
25395,Porsche,Boxster,S 3.4 Tiptronic,Opposed,6,Gasoline,11,16.25,7.9
25396,Porsche,Boxster,3.4 MT RS 60 Spyder,Opposed,6,Gasoline,10.62,15.34,7.8
25397,Porsche,Boxster,3.4 Tiptronic RS 60 Spyder,Opposed,6,Gasoline,10.6,15.3,7.8
25398,Porsche,Boxster,2.9 AMT,opposed,6,petrol,9.1,13.6,6.5
25399,Porsche,Boxster,2.9 MT,opposed,6,petrol,9.4,13.8,6.9
25400,Porsche,Boxster,3.4 AMT,opposed,6,petrol,9.4,14.1,6.6
25401,Porsche,Boxster,3.4 AMT,opposed,6,petrol,9.3,14,6.6
25402,Porsche,Boxster,3.4 MT,opposed,6,petrol,9.8,14.4,7.2
25403,Porsche,Boxster,3.4 MT,opposed,6,petrol,9.7,14.2,7.1
25404,Porsche,Boxster,2.9 MT,Opposed,6,Gasoline,9.4,13.8,6.9
25405,Porsche,Boxster,2.9 PDK,Opposed,6,Gasoline,9.1,13.8,6.9
25406,Porsche,Boxster,S 3.4 MT,Opposed,6,Gasoline,9.8,14.4,7.2
25407,Porsche,Boxster,S 3.4 MT Black Edtion,Opposed,6,Gasoline,9.8,14.1,7.2
25408,Porsche,Boxster,S 3.4 PDK,Opposed,6,Gasoline,9.4,14.1,6.6
25409,Porsche,Boxster,S 3.4 PDK Black Edition,Opposed,6,Gasoline,9.4,14.1,6.6
25410,Porsche,Boxster,3.4 MT,Opposed,6,Gasoline,9.7,14.2,7.1
25411,Porsche,Boxster,3.4 PDK,Opposed,6,Gasoline,9.3,14,6.6
25412,Porsche,Cayenne,2.9 AT 4WD,V-type,6,petrol,9.4,11.8,8.4
25413,Porsche,Cayenne,3.0 AT 4WD,V-type,6,petrol,9.2,11.3,8
25414,Porsche,Cayenne,4.0 AT 4WD,V-type,8,petrol,11.4,15.3,9.1
25415,Porsche,Cayenne,4.0 AT 4WD,V-type,8,petrol,11.9,16.4,9.5
25416,Porsche,Cayenne,3.2 AT Tiptronic S,V-type,6,Gasoline,13.2,17.8,10.6
25417,Porsche,Cayenne,3.2 MT,V-type,6,Gasoline,13.2,17.8,10.6
25418,Porsche,Cayenne,4.5 AT S Tiptronic S,V-type,8,Gasoline,14.9,20.9,11.2
25419,Porsche,Cayenne,4.5 MT S,V-type,8,Gasoline,15.7,22.8,11.8
25420,Porsche,Cayenne,4.5 AT Turbo,V-type,8,Gasoline,15.7,21.9,11.9
25421,Porsche,Cayenne,4.5 AT Turbo,V-type,8,Gasoline,15.7,21.9,11.9
25422,Porsche,Cayenne,4.5 AT Turbo S,V-type,8,Gasoline,15.7,21.9,11.9
25423,Porsche,Cayenne,3.0 TDI AT,V-type,6,Diesel,9.3,11.6,7.9
25424,Porsche,Cayenne,3.6 AT,V-type,6,Gasoline,12.9,18.5,9.8
25425,Porsche,Cayenne,3.6 MT,V-type,6,Gasoline,12.9,18.5,9.8
25426,Porsche,Cayenne,4.8 AT S,V-type,8,Gasoline,14.9,22.1,10.8
25427,Porsche,Cayenne,4.8 AT GTS,V-type,8,Gasoline,13.9,22.6,10.2
25428,Porsche,Cayenne,4.8 AT Turbo,V-type,8,Gasoline,14.9,22.5,10.5
25429,Porsche,Cayenne,4.8 AT Turbo S,V-type,8,Gasoline,14.9,22.5,10.5
25430,Porsche,Cayenne,4.8 MT GTS,V-type,8,Gasoline,13.9,22.6,10.2
25431,Porsche,Cayenne,3.6 MT AWD,V-type,6,Gasoline,11.2,15,8.4
25432,Porsche,Cayenne,3.6 Tiptronic AWD,V-type,6,Gasoline,9.9,13.2,8
25433,Porsche,Cayenne,Diesel 3.0 Tiptronic AWD,V-type,6,Diesel,7.2,8.5,6.5
25434,Porsche,Cayenne,GTS 4.8 Tiptronic AWD,V-type,8,Gasoline,10.5,14.5,8.2
25435,Porsche,Cayenne,S 4.8 Tiptronic AWD,V-type,8,Gasoline,10.5,14.5,8.2
25436,Porsche,Cayenne,S Diesel 4.2 Tiptronic AWD,V-type,8,Diesel,8.3,10,7.3
25437,Porsche,Cayenne,S Hybrid 3.0 Tiptronic AWD,V-type,6,Hybrid,8.2,8.7,7.9
25438,Porsche,Cayenne,Turbo 4.8 PDK AWD,V-type,8,Gasoline,11.5,16.2,8.8
25439,Porsche,Cayenne,Turbo S 4.8 Tiptronic AWD,V-type,8,Gasoline,11.5,15.8,8.4
25440,Porsche,Cayenne,3.6 Tiptronic S AWD,V-type,6,Gasoline,9.2,12.3,7.5
25441,Porsche,Cayenne,Diesel 3.0 Tiptronic S AWD,V-type,6,Diesel,7.7,9.8,6.4
25442,Porsche,Cayenne,GTS 3.6 Tiptronic S AWD,V-type,6,Gasoline,9.8,12.9,8.1
25443,Porsche,Cayenne,S 3.6 Tiptronic S AWD,V-type,6,Gasoline,9.5,12.4,7.8
25444,Porsche,Cayenne,S Diesel 4.2 Tiptronic S AWD,V-type,8,Diesel,8.9,11.7,7.3
25445,Porsche,Cayenne,Turbo 4.8 Tiptronic S AWD,V-type,8,Gasoline,11.2,15.5,8.7
25446,Porsche,Cayenne,Turbo S 4.8 Tiptronic S AWD,V-type,8,Gasoline,11.5,15.9,8.9
25447,Porsche,Cayenne,2.9 Tiptronic S AWD,V-type,6,Gasoline,9.3,11.4,8
25448,Porsche,Cayenne,3.0 Tiptronic S AWD,V-type,6,Gasoline,9.3,11.6,7.9
25449,Porsche,Cayenne,Turbo 4.0 Tiptronic S AWD,V-type,8,Gasoline,11.3,14.8,9
25450,Porsche,Cayenne,3.0 Tiptronic AWD,V-type,6,Gasoline,9,11.1,7.9
25451,Porsche,Cayenne,S 2.9 Tiptronic AWD,V-type,6,Gasoline,9.4,11.8,8.4
25452,Porsche,Cayenne,Turbo 4.0 Tiptronic AWD,V-type,8,Gasoline,11.9,16.4,9.5
25453,Porsche,Cayenne Coupe,2.9 AT 4WD,V-type,6,petrol,9.4,11.5,8.2
25454,Porsche,Cayenne Coupe,3.0 AT 4WD,V-type,6,petrol,9.3,11.6,7.9
25455,Porsche,Cayenne Coupe,4.0 AT 4WD,V-type,8,petrol,11.4,15.3,9.1
25456,Porsche,Cayenne Coupe,4.0 AT 4WD,V-type,8,petrol,11.3,14.8,9
25457,Porsche,Cayman,2.7 AT,opposed,6,petrol,10.1,14.9,7.7
25458,Porsche,Cayman,2.7 MT,opposed,6,petrol,9.6,13.9,6.9
25459,Porsche,Cayman,3.4 AT,opposed,6,petrol,11,16.3,7.9
25460,Porsche,Cayman,3.4 MT,opposed,6,petrol,10.6,15.3,7.8
25461,Porsche,Cayman,2.9 MT,Opposed,6,Gasoline,9.4,13.8,6.9
25462,Porsche,Cayman,2.9 PDK,Opposed,6,Gasoline,9.1,13.6,6.5
25463,Porsche,Cayman,R 3.4 MT,Opposed,6,Gasoline,9.4,13.5,7
25464,Porsche,Cayman,R 3.4 PDK,Opposed,6,Gasoline,9.3,14,6.6
25465,Porsche,Cayman,S 3.4 MT,Opposed,6,Gasoline,9.8,14.4,7.2
25466,Porsche,Cayman,S 3.4 MT Black Edition,Opposed,6,Gasoline,9.8,14.4,7.2
25467,Porsche,Cayman,S 3.4 PDK,Opposed,6,Gasoline,9.4,14.1,6.6
25468,Porsche,Cayman,S 3.4 PDK Black Edition,Opposed,6,Gasoline,9.4,14.1,6.6
25469,Porsche,Cayman,2.7 MT,Opposed,6,Gasoline,8.2,11.4,6.3
25470,Porsche,Cayman,2.7 PDK,Opposed,6,Gasoline,7.7,10.6,5.9
25471,Porsche,Cayman,S 3.4 MT,Opposed,6,Gasoline,8.8,12.2,6.9
25472,Porsche,Cayman,S 3.4 PDK,Opposed,6,Gasoline,8,11.2,6.2
25473,Porsche,Cayman,3.4 MT,Opposed,6,Gasoline,9,12.7,7.1
25474,Porsche,Cayman,3.4 PDK,Opposed,6,Gasoline,8.2,11.4,6.3
25475,Porsche,Cayman,2.0 MT,Inline,4,Gasoline,7.4,9.9,6
25476,Porsche,Cayman,2.0 PDK,Inline,4,Gasoline,6.9,9,5.7
25477,Porsche,Cayman,S 2.5 MT,Opposed,4,Gasoline,8.1,10.7,6.5
25478,Porsche,Cayman,S 2.5 PDK,Opposed,4,Gasoline,7.3,9.5,6
25479,Porsche,Cayman,2.5 MT,Opposed,4,Gasoline,9,12.3,7
25480,Porsche,Cayman,2.5 PDK,Opposed,4,Gasoline,8.2,10.9,6.6
25481,Porsche,Cayman,2.9 AMT,opposed,6,petrol,9.1,13.6,6.5
25482,Porsche,Cayman,2.9 MT,opposed,6,petrol,9.4,13.8,6.9
25483,Porsche,Cayman,3.4 AMT,opposed,6,petrol,9.4,14.1,6.6
25484,Porsche,Cayman,3.4 AMT,opposed,6,petrol,9.3,14,6.6
25485,Porsche,Cayman,3.4 MT,opposed,6,petrol,9.8,14.4,7.2
25486,Porsche,Cayman,3.4 MT,opposed,6,petrol,9.7,14.2,7.1
25487,Porsche,Cayman GT4,3.8 MT,opposed,6,Gasoline,10.3,14.8,7.8
25488,Porsche,Cayman GT4,4.0 MT,opposed,6,petrol,10.9,15.6,8.1
25489,Porsche,Macan,2.0 PDK AWD,Inline,4,Gasoline,7.2,8.4,6.4
25490,Porsche,Macan,GTS 3.0 PDK AWD,V-type,6,Gasoline,8.9,11.5,7.5
25491,Porsche,Macan,S 3.0 PDK AWD,V-type,6,Gasoline,8.8,11.4,7.4
25492,Porsche,Macan,S Diesel 3.0 PDK AWD,V-type,6,Diesel,6.9,8.1,6
25493,Porsche,Macan,Turbo 3.6 PDK AWD,V-type,6,Gasoline,9,11.6,7.6
25494,Porsche,Macan,Turbo Performance 3.6 PDK AWD,V-type,6,Gasoline,9.5,12.4,7.8
25495,Porsche,Macan,3.0 S PDK AWD,Inline,4,Gasoline,8.9,11.3,7.5
25496,Porsche,Panamera,3.0 AMT 4WD,V-type,6,petrol,8.9,12.2,7.2
25497,Porsche,Panamera,3.0 AT,V-type,6,diesel,6.3,7.8,5.5
25498,Porsche,Panamera,3.0 AT,V-type,6,diesel,6.3,7.8,5.5
25499,Porsche,Panamera,3.0 AT,V-type,6,diesel,6.4,7.7,5.6
25500,Porsche,Panamera,3.0 MT,V-type,6,petrol,8.7,11.9,6.9
25501,Porsche,Panamera,3.6 AMT,V-type,6,petrol,8.4,11.2,6.8
25502,Porsche,Panamera,3.6 AMT 4WD,V-type,6,petrol,8.7,11.4,7.1
25503,Porsche,Panamera,3.6 MT,V-type,6,petrol,8.4,11.2,6.8
25504,Porsche,Panamera,4.8 AMT 4WD,V-type,8,petrol,11.1,16.4,8.1
25505,Porsche,Panamera,4.8 AMT 4WD,V-type,8,petrol,10.7,15.7,7.8
25506,Porsche,Panamera,4.8 AMT 4WD,V-type,8,petrol,10.2,14.7,7.7
25507,Porsche,Panamera,4.8 AMT 4WD,V-type,8,petrol,10.2,14.7,7.7
25508,Porsche,Panamera,2.9 AMT 4WD,V-type,6,petrol,8.8,11.6,7.3
25509,Porsche,Panamera,2.9 AMT 4WD,V-type,6,petrol,9.9,13.1,8
25510,Porsche,Panamera,2.9 AMT 4WD,V-type,6,petrol,9,11.4,7.8
25511,Porsche,Panamera,2.9 AMT 4WD,V-type,6,petrol,9.9,13.1,8.1
25512,Porsche,Panamera,4.0 AMT 4WD,V-type,8,petrol,11.1,15.5,8.5
25513,Porsche,Panamera,3.0 AMT,V-type,6,hybrid,7.1,7.6,6.8
25514,Porsche,Panamera,3.0 AT,V-type,6,diesel,6.5,8.1,5.6
25515,Porsche,Panamera,3.6 AMT,V-type,6,petrol,9.3,13.1,7.1
25516,Porsche,Panamera,3.6 AMT 4WD,V-type,6,petrol,9.6,13.5,7.3
25517,Porsche,Panamera,3.6 MT,V-type,6,petrol,11.3,17.1,7.9
25518,Porsche,Panamera,4.8 AMT 4WD,V-type,8,petrol,11.1,16.4,8.1
25519,Porsche,Panamera,4.8 AMT 4WD,V-type,8,petrol,10.9,16.1,8
25520,Porsche,Panamera,4.8 AMT 4WD,V-type,8,petrol,12.2,18,8.9
25521,Porsche,Panamera,4.8 AMT 4WD,V-type,8,petrol,11.5,17,8.4
25522,Porsche,Panamera,4.8 MT,V-type,8,petrol,12.5,18.8,8.9
25523,Porsche,Panamera,3.6 MT,V-type,6,Gasoline,11.3,16.4,7.8
25524,Porsche,Panamera,3.6 PDK,V-type,6,Gasoline,9.3,12.7,6.9
25525,Porsche,Panamera,4 3.6 PDK AWD,V-type,6,Gasoline,9.6,12.8,7.2
25526,Porsche,Panamera,4S 4.8 PDK AWD,V-type,8,Gasoline,10.8,16,7.9
25527,Porsche,Panamera,Diesel 3.0 Tiptronic,V-type,6,Diesel,6.5,8.1,5.6
25528,Porsche,Panamera,GTS 4.8 PDK,V-type,8,Gasoline,10.9,16.1,8
25529,Porsche,Panamera,S 4.8 MT,V-type,8,Gasoline,12.5,18.8,8.9
25530,Porsche,Panamera,S 4.8 PDK,V-type,8,Gasoline,10.5,15.5,7.6
25531,Porsche,Panamera,S Hybrid 3.0 Tiptronic,V-type,6,Hybrid,7.1,7.6,6.4
25532,Porsche,Panamera,Turbo 4.8 PDK AWD,V-type,8,Gasoline,11.5,17,8.4
25533,Porsche,Panamera,Turbo S 4.8 PDK AWD,V-type,6,Gasoline,11.5,17,8.4
25534,Porsche,Panamera,3.6 PDK,V-type,6,Gasoline,8.4,11.2,6.8
25535,Porsche,Panamera,4 3.6 PDK AWD,V-type,6,Gasoline,8.7,11.4,7.1
25536,Porsche,Panamera,4S 3.0 PDK AWD,V-type,6,Gasoline,8.9,12.2,7.2
25537,Porsche,Panamera,4S Executive 3.0 PDK AWD,V-type,6,Gasoline,9,12.4,7.3
25538,Porsche,Panamera,Diesel 3.0 Tiptronic S,V-type,6,Diesel,6.3,7.8,5.5
25539,Porsche,Panamera,GTS 4.8 PDK AWD,V-type,8,Gasoline,10.7,15.7,7.8
25540,Porsche,Panamera,S 3.0 PDK,V-type,6,Gasoline,8.7,11.9,6.9
25541,Porsche,Panamera,Turbo 4.8 PDK AWD,V-type,8,Gasoline,10.2,14.7,7.7
25542,Porsche,Panamera,Turbo Executive 4.8 PDK AWD,V-type,8,Gasoline,10.3,14.9,7.8
25543,Porsche,Panamera,Turbo S 4.8 PDK AWD,V-type,8,Gasoline,10.2,14.7,7.7
25544,Porsche,Panamera,Turbo S Executive 4.8 PDK AWD,V-type,8,Gasoline,10.3,14.9,7.8
25545,Porsche,Panamera,2.9 AMT 4WD,V-type,6,petrol,8.2,10.2,6.8
25546,Porsche,Panamera,3.0 AMT,V-type,6,petrol,7.5,9.7,6.3
25547,Porsche,Panamera,3.0 AMT 4WD,V-type,6,petrol,7.7,9.8,6.4
25548,Porsche,Panamera,4.0 AMT 4WD,inline,8,diesel,6.8,7.9,5.9
25549,Porsche,Panamera,4.0 AMT 4WD,V-type,8,petrol,10.3,14.2,8.1
25550,Porsche,Panamera,4.0 AMT 4WD,V-type,8,petrol,9.4,12.9,7.3
25551,Porsche,Panamera,2.9 AMT 4WD,V-type,6,petrol,8.5,10.9,7.1
25552,Porsche,Panamera,3.0 AMT 4WD,V-type,6,petrol,7.7,9.8,6.4
25553,Porsche,Panamera,4.0 AMT 4WD,V-type,8,petrol,10.6,14.7,8.2
25554,Porsche,Panamera,3.0  PDK,V-type,6,Gasoline,7.6,9.8,6.3
25555,Porsche,Panamera,4 3.0 PDK AWD,V-type,6,Gasoline,7.7,9.8,6.4
