make,model,trim,cylinder_layout,number_of_cylinders,engine_type,mixed_fuel_consumption_per_100km,city_fuel_per_100km,highway_fuel_per_100km
Mini,Clubman,2.0 AT,Inline,4,Gasoline,5.8,7.1,5
Mini,Clubman,2.0 D AT ALL4,Inline,4,Diesel,4.8,5.3,4.5
Mini,Clubman,2.0 D AT,Inline,4,Diesel,4.3,4.9,4
Mini,Clubman,2.0 D MT,Inline,4,Diesel,4.5,5.3,4.1
Mini,Clubman,2.0 MT ALL4,Inline,4,Gasoline,7.4,9.7,6
Mini,Clubman,2.0 MT,Inline,4,Gasoline,6.2,7.9,5.2
Mini,Cooper S,1.6 AT,Inline,4,Gasoline,8.1,9,7.1
Mini,Cooper S,1.6 MT,Inline,4,Gasoline,8.4,11.6,6.6
Mini,Cooper S,2.0 AT,Inline,4,Gasoline,5.2,6.8,4.4
Mini,Cooper S,2.0 D AT,Inline,4,Diesel,4.1,4.6,3.9
Mini,Cooper S,2.0 MT,Inline,4,Gasoline,5.7,7.6,4.6
Mini,Cooper,1.5 AT,Inline,3,Gasoline,4.7,5.9,4
Mini,Cooper,1.5 D AMT,Inline,3,Diesel,3.8,4.2,3.5
Mini,Cooper,1.5 D MT,Inline,3,Diesel,3.8,4.3,3.5
Mini,Cooper,1.5 MT,Inline,3,Gasoline,4.5,5.7,3.8
Mini,Cooper,1.6 AT,Inline,4,Gasoline,6.7,9.3,5.2
Mini,Cooper,1.6 CVT,Inline,4,Gasoline,7.7,10.9,5.9
Mini,Cooper,1.6 D AT,Inline,4,Diesel,5,6.5,4.2
Mini,Cooper,1.6 D MT,Inline,4,Diesel,3.9,4.7,3.5
Mini,Cooper,1.6 MT,Inline,4,Gasoline,6.7,9,5.3
Mini,Cooper,2.0 AT,Inline,4,Gasoline,5.7,7.2,4.9
Mini,Cooper,JCW 1.6 MT,Inline,4,Gasoline,8.6,11.8,6.8
Mini,Countryman,1.5 AT ALL4,Inline,3,Gasoline,6,7.3,5.5
Mini,Countryman,1.5 AT,Inline,3,Gasoline,5.5,6.9,5
Mini,Countryman,1.5 MT,Inline,3,Gasoline,5.5,6.9,5
Mini,Countryman,1.6 AT ALL4,Inline,4,Gasoline,6.1,7.5,5.4
Mini,Countryman,1.6 AT,Inline,4,Gasoline,6,7.4,5.2
Mini,Countryman,1.6 MT ALL4,Inline,4,Gasoline,6.1,7.5,5.4
Mini,Countryman,1.6 MT,Inline,4,Gasoline,6,7.4,5.2
Mini,Countryman,2.0 AT ALL4,Inline,4,Diesel,4.8,5.4,4.7
Mini,Countryman,2.0 AT D ALL4,Inline,4,Diesel,6.1,7.7,5.1
Mini,Countryman,2.0 MT ALL4,Inline,4,Gasoline,7.4,9.4,6.2
Mini,Countryman,2.0 MT D ALL4,Inline,4,Diesel,4.6,5.4,4.5
Mini,Coupe,1.6 AT,Inline,4,Gasoline,6.4,8.7,5.1
Mini,Coupe,1.6 MT,Inline,4,Gasoline,5.4,6.9,4.6
Mini,One,1.4 D MT,Inline,4,Diesel,4.8,5.8,4.3
Mini,One,1.4 MT,Inline,4,Gasoline,5.3,6.8,4.4
Mini,One,1.5 AMT,Inline,3,Gasoline,4.8,5.7,4.2
Mini,One,1.5 D MT,Inline,3,Diesel,3.7,4.2,3.3
Mini,One,1.5 MT,Inline,3,Gasoline,4.9,6,4.2
Mini,One,1.6 AT,Inline,4,Gasoline,6.5,9,5
Mini,One,1.6 CVT,Inline,4,Gasoline,7.7,10.9,5.9
Mini,One,1.6 D MT,Inline,4,Diesel,3.9,4.7,3.5
Mini,One,1.6 MT,Inline,4,Gasoline,6.5,8.7,5.2
Mini,Paceman,1.6 AT ALL4,Inline,4,Gasoline,6.1,9.5,5.7
Mini,Paceman,1.6 AT,Inline,4,Gasoline,7.2,9.3,6
Mini,Paceman,1.6 MT ALL4,Inline,4,Gasoline,6.1,7.5,5.4
Mini,Paceman,1.6 MT,Inline,4,Gasoline,6,7.4,5.2
Mini,Roadster,1.6 AT,Inline,4,Gasoline,6.6,8.9,5.3
Mini,Roadster,1.6 MT,Inline,4,Gasoline,5.7,7.5,4.9
Mitsubishi,3000 GT,3.0 MT 4WD,V-type,6,petrol,22.8,17.4,9.5
Mitsubishi,3000 GT,3.0 Twin Turbo MT AWD,V-type,6,Gasoline,10.7,14.2,8.5
Mitsubishi,3000 GT,3.0 Twin Turbo MT,V-type,6,Gasoline,10.7,14.2,8.5
Mitsubishi,ASX,1.6 MT 2WD,Inline,4,Gasoline,5.9,7.5,4.9
Mitsubishi,ASX,1.6 MT,Inline,4,Gasoline,6.1,7.8,5
Mitsubishi,ASX,1.6 d MT AWD,Inline,4,Diesel,5,5.6,4.7
Mitsubishi,ASX,1.6 d MT,Inline,4,Diesel,4.6,5.2,4.2
Mitsubishi,ASX,1.8 CVT 2WD,Inline,4,Gasoline,7.6,9.8,6.4
Mitsubishi,ASX,1.8 DI-D MT 2WD,Inline,4,Diesel,5.5,6.7,4.8
Mitsubishi,ASX,1.8 DI-D MT 4WD,Inline,4,Diesel,5.7,6.9,5
Mitsubishi,ASX,1.8 MT 4WD,inline,4,diesel,5.6,6.8,4.9
Mitsubishi,ASX,2.0 CVT 4WD,Inline,4,Gasoline,8.1,10.5,6.8
Mitsubishi,ASX,2.0 CVT AWD,Inline,4,Gasoline,7.7,10,6.7
Mitsubishi,ASX,2.0 MT 4WD,inline,4,petrol,7.9,10.2,6.5
Mitsubishi,ASX,2.3 AT 4WD,inline,4,diesel,5.8,7.1,5.1
Mitsubishi,ASX,2.3 d AT AWD,Inline,4,Diesel,5.8,7.1,5
Mitsubishi,Carisma,1.3 MT,Inline,4,Gasoline,6.4,8.4,5.2
Mitsubishi,Carisma,1.6 AT,inline,4,petrol,7.1,9.1,5.3
Mitsubishi,Carisma,1.6 MT,inline,4,petrol,7.4,9.6,6.1
Mitsubishi,Carisma,1.8 AT GDI,Inline,4,Gasoline,6.5,8.6,5.2
Mitsubishi,Carisma,1.8 AT,inline,4,petrol,7.1,9.7,5.7
Mitsubishi,Carisma,1.8 GDI AT,Inline,4,Gasoline,7,9.2,5.7
Mitsubishi,Carisma,1.8 GDI MT,Inline,4,Gasoline,7,9.2,5.7
Mitsubishi,Carisma,1.8 MT GDI,Inline,4,Gasoline,6.5,8.6,5.2
Mitsubishi,Carisma,1.8 MT,inline,4,petrol,6.7,8.7,5.4
Mitsubishi,Carisma,1.9 AT TD,Inline,4,Diesel,6,8,4.8
Mitsubishi,Carisma,1.9 DI-D MT,Inline,4,Diesel,5.5,7.3,4.5
Mitsubishi,Carisma,1.9 MT TD,Inline,4,Diesel,6,8,4.8
Mitsubishi,Carisma,1.9 MT,inline,4,diesel,5.5,7.3,4.5
Mitsubishi,Carisma,1.9 TD AT,Inline,4,Diesel,6,8,4.8
Mitsubishi,Carisma,1.9 TD MT,Inline,4,Diesel,6,8,4.8
Mitsubishi,Colt,1.1 MT,inline,3,petrol,5.5,7,4.6
Mitsubishi,Colt,1.3 AMT,inline,4,petrol,5.6,7.3,4.6
Mitsubishi,Colt,1.3 AT,Inline,4,Gasoline,5.8,7.5,5
Mitsubishi,Colt,1.3 Allshift,Inline,4,Gasoline,5.8,7.5,5
Mitsubishi,Colt,1.3 MT,inline,4,petrol,7.2,8.5,5.6
Mitsubishi,Colt,1.5 AMT,inline,4,petrol,5.9,7.6,4.9
Mitsubishi,Colt,1.5 AT,Inline,4,Gasoline,6.3,8.2,5.2
Mitsubishi,Colt,1.5 Allshift,Inline,4,Gasoline,6.3,8.2,5.2
Mitsubishi,Colt,1.5 DI-D Allshift,Inline,3,Diesel,4.4,5.5,3.8
Mitsubishi,Colt,1.5 DI-D MT,Inline,3,Diesel,4.8,6.3,4.1
Mitsubishi,Colt,1.5 MT,inline,4,petrol,7.6,8.5,5.5
Mitsubishi,Colt,1.5 Turbo MT,Inline,4,Gasoline,7.1,8.9,5.9
Mitsubishi,Colt,1.6 AT,Inline,4,Gasoline,8.2,11.2,6.4
Mitsubishi,Colt,1.6 MT,inline,4,petrol,8.1,10.5,6.3
Mitsubishi,Colt,1.8 MT,inline,4,petrol,8.3,11.1,6.4
Mitsubishi,Eclipse Cross,1.5 CVT AWD,Inline,4,Gasoline,7.7,9.8,6.5
Mitsubishi,Eclipse Cross,1.5 CVT,Inline,4,Gasoline,7.3,9.2,6.2
Mitsubishi,Eclipse Cross,1.5 MT,Inline,4,Gasoline,6.9,8.8,5.8
Mitsubishi,Eclipse,2.0 MT,Inline,4,Gasoline,9,15,7.6
Mitsubishi,Eclipse,2.4 MT,Inline,4,Gasoline,7.6,11.1,5.8
Mitsubishi,Galant,1.6 MT GTO,Inline,4,Gasoline,7.9,10.4,6.4
Mitsubishi,Galant,1.6 MT,Inline,4,Gasoline,8.7,10,7.4
Mitsubishi,Galant,2.0 AT AWD,V-type,6,Gasoline,12,16,8
Mitsubishi,Galant,2.0 AT,Inline,4,Gasoline,9.4,11.4,6.4
Mitsubishi,Galant,2.0 GDI AT,V-type,6,Gasoline,8.5,11.3,6.8
Mitsubishi,Galant,2.0 GDI MT,V-type,6,Gasoline,8.5,11.3,6.8
Mitsubishi,Galant,2.0 MT AWD,V-type,6,Gasoline,12,16,8
Mitsubishi,Galant,2.0 MT,Inline,4,Gasoline,9.4,11.4,6.4
Mitsubishi,Galant,2.0 TD MT,Inline,4,Diesel,7,8,6
Mitsubishi,Galant,2.0 TDI MT,Inline,4,Diesel,7.2,9.4,5.4
Mitsubishi,Galant,2.4 GDI AT,Inline,4,Gasoline,8.6,12,6.7
Mitsubishi,Galant,2.4 GDI MT,Inline,4,Gasoline,8.6,12,6.7
Mitsubishi,Galant,2.5 V6 AT,V-type,6,Gasoline,9.8,13.3,7.2
Mitsubishi,Galant,2.5 V6 MT AWD,V-type,6,Gasoline,10.1,14.1,7.7
Mitsubishi,Galant,2.5 V6 MT,V-type,6,Gasoline,9.3,13,6.7
Mitsubishi,Grandis,2.0 DI-D MT,Inline,4,Diesel,6.6,8.4,5.6
Mitsubishi,Grandis,2.4 AT,Inline,4,Gasoline,10,13.3,8.1
Mitsubishi,Grandis,2.4 MT,Inline,4,Gasoline,9.4,12.8,7.4
Mitsubishi,L200,2.4 AT 4WD,inline,4,diesel,8.6,9.9,7.8
Mitsubishi,L200,2.4 D AT,Inline,4,Diesel,7.5,8.9,6.7
Mitsubishi,L200,2.4 D MT,Inline,4,Diesel,7.1,8.7,6.2
Mitsubishi,L200,2.4 DID AT AWD,Inline,4,Diesel,7.7,9,7
Mitsubishi,L200,2.4 DID MT AWD,Inline,4,Diesel,7.7,9,7
Mitsubishi,L200,2.4 MT 4WD,inline,4,diesel,7.7,9,7
Mitsubishi,L200,2.4 T MT 4WD,Inline,4,Gasoline,10.6,12.7,9.4
Mitsubishi,L200,2.5 AT 4WD,inline,4,diesel,8.7,10.7,7.5
Mitsubishi,L200,2.5 DI-D AT 4WD,Inline,4,Diesel,8.7,10.7,7.5
Mitsubishi,L200,2.5 DI-D AT,Inline,4,Diesel,8.7,10.7,7.5
Mitsubishi,L200,2.5 DI-D MT 4WD,Inline,4,Diesel,8.6,10.7,7.4
Mitsubishi,L200,2.5 DI-D MT,Inline,4,Diesel,8.6,10.7,7.4
Mitsubishi,L200,2.5 MT 4WD,inline,4,diesel,8.6,10.7,7.4
Mitsubishi,L200,2.5 TD MT 4WD,Inline,4,Diesel,10.6,13.1,9
Mitsubishi,L200,2.5 TD MT,Inline,4,Diesel,10.6,12.7,9.4
Mitsubishi,L200,2.8 TD MT,Inline,4,Diesel,10.3,12.9,7.8
Mitsubishi,Lancer Evolution,2.0 AT AWD Turbo,Inline,4,Gasoline,10.2,13.6,8.3
Mitsubishi,Lancer Evolution,2.0 MT AWD Turbo,Inline,4,Gasoline,10.2,13.6,8.3
Mitsubishi,Lancer Evolution,2.0 T MT,Inline,4,Gasoline,10.6,14.6,8.2
Mitsubishi,Lancer Evolution,2.0 TC-SST AWD,Inline,4,Gasoline,10.3,14.2,8.1
Mitsubishi,Lancer,1.2 4MT,Inline,4,Gasoline,7.6,9.9,6.1
Mitsubishi,Lancer,1.2 5MT,Inline,4,Gasoline,7.1,9.4,5.6
Mitsubishi,Lancer,1.2 MCA 4MT,Inline,4,Gasoline,7.9,10.1,6.3
Mitsubishi,Lancer,1.2 MCA 5MT,Inline,4,Gasoline,7.1,9.4,5.6
Mitsubishi,Lancer,1.2 MCA MT,Inline,4,Gasoline,7.9,10,6.4
Mitsubishi,Lancer,1.2 MT,Inline,4,Gasoline,7.5,9.7,6
Mitsubishi,Lancer,1.3 AT,Inline,4,Gasoline,7.7,9,6
Mitsubishi,Lancer,1.3 MT,inline,4,petrol,7.2,9,6
Mitsubishi,Lancer,1.4 4MT,Inline,4,Gasoline,8.2,10.8,6.5
Mitsubishi,Lancer,1.4 5MT,Inline,4,Gasoline,8,10.8,6.2
Mitsubishi,Lancer,1.4 AT,Inline,4,Gasoline,9,12.5,6.8
Mitsubishi,Lancer,1.4 MCA 4MT,Inline,4,Gasoline,8.2,10.7,6.5
Mitsubishi,Lancer,1.4 MCA 5MT,Inline,4,Gasoline,8,10.7,6.2
Mitsubishi,Lancer,1.4 MCA AT,Inline,4,Gasoline,9,12.5,6.8
Mitsubishi,Lancer,1.4 MCA MT,Inline,4,Gasoline,8.7,11.3,6.9
Mitsubishi,Lancer,1.4 MT,Inline,4,Gasoline,8.8,11.5,7
Mitsubishi,Lancer,1.5 AT,Inline,4,Gasoline,7.8,8.6,5.2
Mitsubishi,Lancer,1.5 MT,inline,4,petrol,7,8.6,5.2
Mitsubishi,Lancer,1.6 AT,Inline,4,Gasoline,8,10.3,6.4
Mitsubishi,Lancer,1.6 MCA MT,Inline,4,Gasoline,8.3,11.3,6.4
Mitsubishi,Lancer,1.6 MT,Inline,4,Gasoline,8.3,11.3,6.4
Mitsubishi,Lancer,1.8 CVT,Inline,4,Gasoline,6.5,7.7,5.2
Mitsubishi,Lancer,1.8 D MT,Inline,4,Diesel,5.8,6.5,5
Mitsubishi,Lancer,1.8 DI-D MT,Inline,4,Diesel,4.4,5.4,3.9
Mitsubishi,Lancer,1.8 MT 4x4,Inline,4,Gasoline,9,11,7
Mitsubishi,Lancer,1.8 MT GTi,Inline,4,Gasoline,8,11,6
Mitsubishi,Lancer,1.8 MT,inline,4,diesel,6.8,7.1,4.7
Mitsubishi,Lancer,2.0 AMT Ralliart 4WD,Inline,4,Gasoline,9.8,13.6,7.6
Mitsubishi,Lancer,2.0 AT,Inline,4,Gasoline,9,12.6,6.9
Mitsubishi,Lancer,2.0 CVT 4WD,Inline,4,Gasoline,8.8,12.1,6.8
Mitsubishi,Lancer,2.0 CVT,Inline,4,Gasoline,8.4,11.9,6.4
Mitsubishi,Lancer,2.0 DI-D MT,Inline,4,Diesel,6.3,8.3,5.1
Mitsubishi,Lancer,2.0 MT 4WD,Inline,4,Gasoline,8.5,11.2,6.9
Mitsubishi,Lancer,2.0 MT,Inline,4,Gasoline,8.4,11.7,6.5
Mitsubishi,Lancer,2.0 T MT,Inline,4,Gasoline,9.3,13.7,6.8
Mitsubishi,Lancer,2.0 TC-SST,Inline,4,Gasoline,10,13.8,7.8
Mitsubishi,Lancer,2.0d CVT,Inline,4,Diesel,6.3,8.3,5.1
Mitsubishi,Lancer,2.4 CVT 4WD,Inline,4,Gasoline,9,10.2,7.8
Mitsubishi,Lancer,2.4 CVT AWD,Inline,4,Gasoline,8.2,9.2,6.9
Mitsubishi,Lancer,2.4 CVT,Inline,4,Gasoline,9,10.2,7.8
Mitsubishi,Lancer,2.4 MT,Inline,4,Gasoline,9,10.7,7.6
Mitsubishi,Libero,1.3 AT,Inline,4,Gasoline,8.4,9.9,7.1
Mitsubishi,Libero,1.3 MT,Inline,4,Gasoline,7.9,9,6.5
Mitsubishi,Libero,1.5 AT,Inline,4,Gasoline,8.9,10.2,7.4
Mitsubishi,Libero,1.5 MT,Inline,4,Gasoline,8.2,9.3,6.8
Mitsubishi,Libero,1.6 AT,Inline,4,Gasoline,8.9,10.3,7.8
Mitsubishi,Libero,1.6 MT,Inline,4,Gasoline,8.4,9.5,7
Mitsubishi,Libero,1.8 MT,Inline,4,Gasoline,8.6,10,7.2
Mitsubishi,Mirage,1.2 CVT,Inline,3,Gasoline,5.9,6.4,5.4
Mitsubishi,Mirage,1.2 MT,Inline,3,Gasoline,6.4,6.9,5.6
Mitsubishi,Montero Sport,2.4 MT,Inline,4,Gasoline,10.2,10.7,9.4
Mitsubishi,Montero Sport,3.0 AT AWD,V-type,6,Gasoline,12.4,13.1,11.2
Mitsubishi,Montero Sport,3.0 AT,V-type,6,Gasoline,11.8,12.4,10.7
Mitsubishi,Montero Sport,3.0 MT AWD,V-type,6,Gasoline,13.1,13.8,11.8
Mitsubishi,Montero Sport,3.5 AT AWD,V-type,6,Gasoline,13.1,14.7,11.8
Mitsubishi,Montero Sport,3.5 AT,V-type,6,Gasoline,12.4,13.8,11.2
Mitsubishi,Montero,2.3 TD MT,Inline,4,Diesel,10.2,13.7,8.6
Mitsubishi,Montero,2.5 TD AT,Inline,4,Diesel,10.2,13.7,8.6
Mitsubishi,Montero,2.5 TD MT,Inline,4,Diesel,10.2,13.7,8.6
Mitsubishi,Montero,2.8 TD AT,Inline,4,Diesel,11.3,14.1,9.6
Mitsubishi,Montero,2.8 TD MT,Inline,4,Diesel,11.3,14.1,9.6
Mitsubishi,Montero,3.0 AT,V-type,6,Gasoline,14.7,15.7,10
Mitsubishi,Montero,3.0 MT,V-type,6,Gasoline,14.7,15.7,10
Mitsubishi,Montero,3.2 DI-D AT,Inline,4,Diesel,10.5,13.3,8.7
Mitsubishi,Montero,3.2 DI-D MT,Inline,4,Diesel,9.5,12.4,7.9
Mitsubishi,Montero,3.5 AT,V-type,6,Gasoline,13.7,18.2,11.1
Mitsubishi,Montero,3.5 GDI AT,V-type,6,Gasoline,14.2,17.5,10.8
Mitsubishi,Montero,3.5 GDI MT,V-type,6,Gasoline,12.9,16.9,10.5
Mitsubishi,Montero,3.5 MT,V-type,6,Gasoline,13.7,18.2,11.1
Mitsubishi,Montero,3.8 AT,V-type,6,Gasoline,13.5,17.7,11.2
Mitsubishi,Outlander,2.0 CVT 2WD,Inline,4,Gasoline,7.7,10,6.4
Mitsubishi,Outlander,2.0 CVT 4WD,Inline,4,Gasoline,7.8,9.8,6.7
Mitsubishi,Outlander,2.0 CVT AWD,Inline,4,Gasoline,7.7,9.8,6.6
Mitsubishi,Outlander,2.0 CVT,Inline,4,Gasoline,7.5,9,6.7
Mitsubishi,Outlander,2.0 DI-D DPF AT 4WD,Inline,4,Diesel,6.7,8.5,5.7
Mitsubishi,Outlander,2.0 DI-D DPF MT 4WD,Inline,4,Diesel,6.7,8.5,5.7
Mitsubishi,Outlander,2.0 MT 2WD,Inline,4,Gasoline,9.1,12.1,7.4
Mitsubishi,Outlander,2.0 MT 4WD,Inline,4,Gasoline,9.1,12.1,7.4
Mitsubishi,Outlander,2.0 Turbo MT 4WD,Inline,4,Gasoline,10,14.1,7.6
Mitsubishi,Outlander,2.2 DI-D DPF AT 4WD,Inline,4,Diesel,7.3,9.6,6
Mitsubishi,Outlander,2.2 DI-D DPF MT 4WD,Inline,4,Diesel,7.3,9.6,6
Mitsubishi,Outlander,2.3 DI-D DPF MT 2WD ClearTec,Inline,4,Diesel,5.8,7.3,4.9
Mitsubishi,Outlander,2.3 DI-D DPF MT 4WD,Inline,4,Diesel,6.3,7.8,5.5
Mitsubishi,Outlander,2.4 AT 2WD,Inline,4,Gasoline,10.1,11.2,9.1
Mitsubishi,Outlander,2.4 AT 4WD,Inline,4,Gasoline,10.1,11.2,9.1
Mitsubishi,Outlander,2.4 CVT 2WD,Inline,4,Gasoline,8.2,10.7,6.7
Mitsubishi,Outlander,2.4 CVT 4WD,Inline,4,Gasoline,7.8,10.6,6.4
Mitsubishi,Outlander,2.4 CVT AWD,Inline,4,Gasoline,7.8,10,6.5
Mitsubishi,Outlander,2.4 LPG CVT 4WD,Inline,4,Gasoline, Gas,10.7,14.5,8.6
Mitsubishi,Outlander,2.4 LPG MT 4WD,Inline,4,Gasoline, Gas,9.4,12.6,7.6
Mitsubishi,Outlander,2.4 MT 2WD,Inline,4,Gasoline,10.1,11.2,9.1
Mitsubishi,Outlander,2.4 MT 4WD,Inline,4,Gasoline,10.1,11.2,9.1
Mitsubishi,Outlander,3.0 AT 4WD,V-type,6,Gasoline,8.9,12.2,7
Mitsubishi,Outlander,3.0 AT AWD,Inline,6,Gasoline,8.9,12.2,7
Mitsubishi,Pajero Junior,1.1 MT,Inline,4,Gasoline,6,9,5
Mitsubishi,Pajero Mini,0.7 AT 2WD,Inline,4,Gasoline,6.7,8,5.1
Mitsubishi,Pajero Mini,0.7 AT 4WD,Inline,4,Gasoline,7.1,8,5.5
Mitsubishi,Pajero Mini,0.7 MT 2WD,Inline,4,Gasoline,6,7,3.8
Mitsubishi,Pajero Mini,0.7 MT 4WD,Inline,4,Gasoline,6.5,7,4.7
Mitsubishi,Pajero Mini,0.7 Turbo AT 4WD,Inline,4,Gasoline,7.1,9,5.6
Mitsubishi,Pajero Mini,0.7 Turbo MT 4WD,Inline,4,Gasoline,6.9,9,4.7
Mitsubishi,Pajero Pinin,1.8 AT,Inline,4,Gasoline,9.5,12,8
Mitsubishi,Pajero Pinin,1.8 MT,Inline,4,Gasoline,9.3,11.6,7.9
Mitsubishi,Pajero Pinin,2.0 GDI AT,Inline,4,Gasoline,9.7,12.4,8.2
Mitsubishi,Pajero Pinin,2.0 GDI MT,Inline,4,Gasoline,9.3,12,7.8
Mitsubishi,Pajero Sport,2.4  DI-D AT AWD,Inline,4,Diesel,8,9.8,7
Mitsubishi,Pajero Sport,2.4  DI-D MT AWD,Inline,4,Diesel,7.4,8.7,6.7
Mitsubishi,Pajero Sport,2.5 DI-D AT AWD,Inline,4,Diesel,9.4,11.2,8.3
Mitsubishi,Pajero Sport,2.5 DI-D MT AWD,Inline,4,Diesel,8.2,9.8,7.3
Mitsubishi,Pajero Sport,2.5 TD MT AWD,Inline,4,Diesel,10.5,13.1,9
Mitsubishi,Pajero Sport,2.5 TD MT,Inline,4,Diesel,8.2,9.8,7.3
Mitsubishi,Pajero Sport,3.0 AT AWD,V-type,6,Gasoline,12.3,16.6,9.9
Mitsubishi,Pajero Sport,3.0 AT,V-type,6,Gasoline,14.1,17.1,11.2
Mitsubishi,Pajero Sport,3.0 MT AWD,V-type,6,Gasoline,12.3,16.6,9.9
Mitsubishi,Pajero Sport,3.0 MT,V-type,6,Gasoline,13.2,16.6,9.9
Mitsubishi,Pajero Sport,3.2 DI-D AT AWD,Inline,4,Diesel,7.9,10.5,6.4
Mitsubishi,Pajero Sport,3.2 DI-D MT AWD,Inline,4,Diesel,7.9,10.5,6.4
Mitsubishi,Pajero,2.3 TD MT,Inline,4,Diesel,10.2,13.7,8.6
Mitsubishi,Pajero,2.5 TD AT,Inline,4,Diesel,10.2,13.7,8.6
Mitsubishi,Pajero,2.5 TD MT,Inline,4,Diesel,10.2,13.7,8.6
Mitsubishi,Pajero,2.8 TD AT,Inline,4,Diesel,12.5,15.5,10.7
Mitsubishi,Pajero,2.8 TD MT,Inline,4,Diesel,12.5,15.5,10.7
Mitsubishi,Pajero,3.0 AT 4WD,V-type,6,petrol,12.7,17,10.2
Mitsubishi,Pajero,3.0 AT AWD,V-type,6,Gasoline,12.2,15.9,10
Mitsubishi,Pajero,3.0 AT,V-type,6,Gasoline,14.7,15.7,10
Mitsubishi,Pajero,3.0 MT 4WD,V-type,6,petrol,12.2,15.8,10
Mitsubishi,Pajero,3.0 MT AWD,V-type,6,Gasoline,12.2,15.8,10
Mitsubishi,Pajero,3.0 MT,V-type,6,Gasoline,14.7,15.7,10
Mitsubishi,Pajero,3.2 AT 4WD,inline,4,diesel,9.3,11.4,8
Mitsubishi,Pajero,3.2 D AT AWD,Inline,4,Diesel,10.6,13.1,9.1
Mitsubishi,Pajero,3.2 D MT AWD,Inline,4,Diesel,9.2,11.4,7.9
Mitsubishi,Pajero,3.2 DI-D AT AWD,Inline,4,Diesel,10.5,13.1,9
