make,model,trim,cylinder_layout,number_of_cylinders,engine_type,mixed_fuel_consumption_per_100km,city_fuel_per_100km,highway_fuel_per_100km
Suzuki,SX4,1.0 Turbo MT,Inline,3,Gasoline,5,5.7,4.6
Suzuki,SX4,1.4 Turbo AT 4WD,Inline,4,Gasoline,6.2,7.9,5.2
Suzuki,SX4,1.4 Turbo AT,Inline,4,Gasoline,5.9,7.6,4.9
Suzuki,SX4,1.4 Turbo MT 4WD,Inline,4,Gasoline,5.6,6.6,5.2
Suzuki,SX4,1.5 MT,Inline,4,Gasoline,6.8,8.5,5.7
Suzuki,SX4,1.6 AT 4WD,Inline,4,Gasoline,7.6,9.9,6.2
Suzuki,SX4,1.6 AT,Inline,4,Gasoline,7.1,9.5,5.8
Suzuki,SX4,1.6 CVT 4WD,Inline,4,Gasoline,5.7,6.8,5
Suzuki,SX4,1.6 CVT,Inline,4,Gasoline,5.5,6.8,4.7
Suzuki,SX4,1.6 DDiS AT 4WD,Inline,4,Diesel,4.6,5.4,4.2
Suzuki,SX4,1.6 DDiS MT 4WD,Inline,4,Diesel,4.4,5.2,3.9
Suzuki,SX4,1.6 DDiS MT,Inline,4,Diesel,4.9,5.9,4.3
Suzuki,SX4,1.6 MT 4WD,Inline,4,Gasoline,6.1,7.4,5.1
Suzuki,SX4,1.6 MT,Inline,4,Gasoline,5.7,7.1,4.8
Suzuki,SX4,1.9 DDiS MT,Inline,4,Diesel,6.4,7.8,5.6
Suzuki,SX4,2.0 DDiS MT 4WD,Inline,4,Diesel,5.3,6.6,4.7
Suzuki,SX4,2.0 MT,Inline,4,Gasoline,7.4,10.2,7.1
Suzuki,Splash,1.0 MT,Inline,3,Gasoline,5,5.9,4.4
Suzuki,Splash,1.2 AT,Inline,4,Gasoline,5.9,7.8,4.9
Suzuki,Splash,1.2 MT,Inline,4,Gasoline,5.9,7.8,4.9
Suzuki,Swift,1.0 AT,Inline,3,Gasoline,6.1,7.9,4.9
Suzuki,Swift,1.0 MT,Inline,3,Gasoline,5.8,7.3,4.3
Suzuki,Swift,1.2 AT,Inline,4,Gasoline,5.5,6.6,4.8
Suzuki,Swift,1.2 CVT 2WD,Inline,4,Gasoline,4.4,4.9,4.3
Suzuki,Swift,1.2 CVT 4WD,Inline,4,Gasoline,4.4,4.9,4.3
Suzuki,Swift,1.2 D MT,Inline,4,Diesel,4.6,5.7,4
Suzuki,Swift,1.2 MT 2WD,Inline,4,Gasoline,4.4,4.9,4.3
Suzuki,Swift,1.2 MT 4WD,Inline,4,Gasoline,5.5,6.5,4.9
Suzuki,Swift,1.2 MT,Inline,4,Gasoline,5,6.1,4.4
Suzuki,Swift,1.3 AT,Inline,3,Gasoline,6.4,7.5,5.3
Suzuki,Swift,1.3 DDiS MT,Inline,4,Diesel,4.5,5.5,4
Suzuki,Swift,1.3 GTI MT,Inline,4,Gasoline,6.3,7,5.6
Suzuki,Swift,1.3 MT,Inline,4,Gasoline,5.5,7,4
Suzuki,Swift,1.5 AT,Inline,4,Gasoline,6.8,9,5.6
Suzuki,Swift,1.5 MT,Inline,4,Gasoline,6.5,8.6,5.3
Suzuki,Swift,1.6 AT,Inline,4,Gasoline,7.8,10,6.1
Suzuki,Swift,1.6 MT,Inline,4,Gasoline,6.5,8.5,5.1
Suzuki,Verona,2.0 AT,inline,4,Gasoline,8.8,12.3,6.8
Suzuki,Vitara,1.4 AT 4WD,Inline,4,Gasoline,6.2,7.9,5.2
Suzuki,Vitara,1.4 AT AWD,Inline,4,Gasoline,6.2,7.9,5.2
Suzuki,Vitara,1.4 AT,Inline,4,Gasoline,5.9,7.6,4.9
Suzuki,Vitara,1.4 MT 4WD,Inline,4,Gasoline,5.4,6.3,5
Suzuki,Vitara,1.4 MT AWD,Inline,4,Gasoline,5.4,6.3,5
Suzuki,Vitara,1.6 AT 4WD,Inline,4,Gasoline,6.3,7.9,5.5
Suzuki,Vitara,1.6 AT AWD,Inline,4,Gasoline,6.3,7.9,5.5
Suzuki,Vitara,1.6 AT,Inline,4,Gasoline,6,7.5,5.1
Suzuki,Vitara,1.6 MT 4WD,Inline,4,Gasoline,6.2,7.6,5.5
Suzuki,Vitara,1.6 MT AWD,Inline,4,Gasoline,6.2,7.6,5.5
Suzuki,Vitara,1.6 MT,Inline,4,Gasoline,5.8,7.1,5.1
Suzuki,Vitara,1.9 TDI MT,Inline,4,Diesel,8.1,9.4,6.9
Suzuki,Vitara,2.0 MT AWD,Inline,4,Gasoline,9.7,12.1,8.3
Suzuki,Vitara,2.0 MT,Inline,4,Gasoline,9.7,12.1,8.3
Suzuki,Vitara,2.0 TD AT,Inline,4,Diesel,9.3,10.5,7.2
Suzuki,Wagon R+,1.0 MT,inline,4,petrol,6,7.6,5
Suzuki,Wagon R+,1.2 AT,inline,4,petrol,7.1,8.6,6.2
Suzuki,Wagon R+,1.2 MT,inline,4,petrol,5.9,7.1,5.2
Suzuki,Wagon R+,1.3 AT,inline,4,Gasoline,6.9,8.9,5.8
Suzuki,Wagon R+,1.3 MT,inline,4,diesel,5.2,6.6,4.4
Suzuki,Wagon R,0.7 4AT AWD,Inline,3,Gasoline,6,6.5,4.5
Suzuki,Wagon R,0.7 AT AWD,Inline,3,Gasoline,5.7,6.2,4.8
Suzuki,Wagon R,0.7 AT,Inline,3,Gasoline,5.5,5.9,4.3
Suzuki,Wagon R,0.7 MT AWD,Inline,3,Gasoline,5,5.4,3.7
Suzuki,Wagon R,1.0 MT,Inline,3,Gasoline,5.8,7,5.1
Suzuki,Wagon R,1.2 MT,Inline,4,Gasoline,6,7.6,5.1
Suzuki,Wagon R,1.3 D MT,Inline,4,Diesel,5.2,6.6,4.4
Suzuki,Wagon R,1.3 MT,Inline,4,Gasoline,6.3,8,5.3
TVR,Cerbera,4.5 MT,V-type,8,Gasoline,15,20,12
TVR,Tamora,3.6 MT,V-type,6,Gasoline,16,19,13
TVR,Tuscan,4.0 MT,Inline,6,Gasoline,17.5,20,15
TagAZ,C-30,1.5 MT,inline,4,petrol,7.4,9.5,6.2
TagAZ,C10,1.3 MT,Inline,4,Gasoline,6.1,7.7,5.1
TagAZ,C30,1.5 MT,Inline,4,Gasoline,7.4,9.5,6.2
TagAZ,Road Partner,2.3 MT 4WD,Inline,4,Gasoline,12.2,16.4,10
TagAZ,Road Partner,2.6 D MT 4WD,Inline,4,Diesel,10.4,13.3,8.7
TagAZ,Road Partner,3.2 AT 4WD,Inline,6,Gasoline,16.4,20.4,14.1
TagAZ,Tager,2.3 MT 2WD,Inline,4,Gasoline,13.2,18,10.4
TagAZ,Tager,2.3 MT 4WD,Inline,4,Gasoline,13.2,18,10.4
TagAZ,Tager,2.6 D MT 4WD,Inline,4,Diesel,10.5,13.6,8.8
TagAZ,Tager,2.9 D MT 4WD,Inline,5,Diesel,8.7,11.8,6.9
TagAZ,Tager,3.2 AT 4WD,Inline,6,Gasoline,15.9,19.9,13.6
TagAZ,Vega,1.6 MT,Inline,4,Gasoline,6.6,8.6,5.4
Tata,Indica,1.4 MT,Inline,4,Gasoline,7.9,9,6.2
Tata,Indigo,1.4 MT,Inline,4,Gasoline,8.6,10,6.1
Tata,Indigo,1.4 TDI MT,Inline,4,Diesel,7,8,4.8
Tata,Sierra,1.9 D MT,Inline,4,Diesel,11,13,8.1
Tata,Sumo,1.9 D MT,Inline,4,Diesel,9.9,14,9
Tofas,131,1.6 MT,Inline,4,Gasoline,10,11,8
Tofas,Murat 131,1.6 MT,inline,4,petrol,10.5,11.2,8.2
Tofas,Tempra,1.6 MT,Inline,4,Gasoline,7.6,9.4,5.6
Tofas,Tempra,2.0 MT,Inline,4,Gasoline,7.6,9.4,5.6
Toyota,4Runner,2.4 AT,Inline,4,Gasoline,14.2,19,10.8
Toyota,4Runner,2.4 MT,Inline,4,Gasoline,13.8,18,10
Toyota,4Runner,2.4 TD MT,Inline,4,Diesel,10.9,15,9.4
Toyota,4Runner,2.7 AT,Inline,4,Gasoline,11.8,13.1,10.2
Toyota,4Runner,2.7 MT AWD,Inline,4,Gasoline,13.7,18,10
Toyota,4Runner,2.7 MT,Inline,4,Gasoline,13.8,18,10
Toyota,4Runner,3.0 AT,V-type,6,Gasoline,16.2,16.9,11.5
Toyota,4Runner,3.0 MT,V-type,6,Gasoline,15.5,16.1,10.7
Toyota,4Runner,3.0 TD MT AWD,Inline,4,Diesel,12.7,15,10
Toyota,4Runner,3.0 TD MT,Inline,4,Diesel,12,15,10
Toyota,4Runner,3.4 MT AWD,V-type,6,Gasoline,16,20,12
Toyota,4Runner,3.4 MT,V-type,6,Gasoline,15.6,20,12
Toyota,4Runner,4.0 AT 4WD,V-type,6,Gasoline,13,13.9,11.2
Toyota,4Runner,4.0 AT AWD,V-type,6,Gasoline,13.1,13.8,11.2
Toyota,4Runner,4.0 AT RWD,V-type,6,Gasoline,12.4,13.8,10.7
Toyota,4Runner,4.0 AT,V-type,6,Gasoline,13,13.1,11.2
Toyota,4Runner,4.7 AT 4WD,V-type,8,Gasoline,15.6,16.8,13.8
Toyota,4Runner,4.7 AT,V-type,8,Gasoline,13.1,14.7,11.8
Toyota,4Runner,4.7,V-type,8,petrol,12.4,14.7,11.8
Toyota,Alphard,3.5 AT,V-type,6,Gasoline,10.9,14.7,8.7
Toyota,Altezza,2.0 MT,Inline,6,Gasoline,9.8,13.6,7.8
Toyota,Auris,1.2,inline,4,petrol,4.7,5.8,4.1
Toyota,Auris,1.3,inline,4,petrol,5.5,6.8,4.8
Toyota,Auris,1.33 MT,Inline,4,Gasoline,5.8,7,5
Toyota,Auris,1.4 D-4D 5MMT,Inline,4,Diesel,5,5.8,4.5
Toyota,Auris,1.4 D-4D 5MT,Inline,4,Diesel,5,5.8,4.5
Toyota,Auris,1.4 D-4D 6MMT,Inline,4,Diesel,4.7,5.7,4.2
Toyota,Auris,1.4 D-4D 6MT,Inline,4,Diesel,4.7,5.6,4.2
Toyota,Auris,1.4 D-4D MMT,Inline,4,Diesel,5,5.8,4.5
Toyota,Auris,1.4 D-4D MT,Inline,4,Diesel,5,5.8,4.5
Toyota,Auris,1.4 MT,Inline,4,Gasoline,6.9,8.7,5.9
Toyota,Auris,1.4,inline,4,diesel,3.4,3.9,3.1
Toyota,Auris,1.6 CVT,Inline,4,Gasoline,5.7,7.4,4.8
Toyota,Auris,1.6 MMT,Inline,4,Gasoline,6.9,8.5,5.8
Toyota,Auris,1.6 MT,Inline,4,Gasoline,7,9,5.8
Toyota,Auris,1.6 Multidrive S,Inline,4,Gasoline,6,7.7,5
Toyota,Auris,1.6,inline,4,diesel,4.1,5,3.5
Toyota,Auris,1.8 CVT,Inline,4,Hybrid,3.8,3.8,3.8
Toyota,Auris,1.8 MT,Inline,4,Gasoline,6.7,8.7,5.5
Toyota,Auris,1.8,inline,4,hybrid,3.5,3.4,3.4
Toyota,Auris,2.0 D-4D MT,Inline,4,Diesel,5.4,7,4.6
Toyota,Auris,2.2 D-4D Euro4 MT,Inline,4,Diesel,6.2,7.9,5.2
Toyota,Auris,2.2 D-4D Euro5 MT,Inline,4,Diesel,6,7.6,5.1
Toyota,Auris,2.2 D-4D MT,Inline,4,Diesel,5.9,7.3,5
Toyota,Avalon,2.5 CVT,inline,4,hybrid,5.9,5.9,6
Toyota,Avalon,3.5 AT,V-type,6,petrol,9.8,11.2,7.6
Toyota,Avensis Verso,2.0 AT,Inline,4,Gasoline,8.9,12,7.3
Toyota,Avensis Verso,2.0 MT,Inline,4,Gasoline,8.6,11.5,6.8
Toyota,Avensis Verso,2.0 TD MT,Inline,4,Diesel,6.5,8.1,5.6
Toyota,Avensis,1.6 MT,Inline,4,Gasoline,7.8,10.8,6.1
Toyota,Avensis,1.6 d MT,Inline,4,Diesel,4.2,5.1,4
Toyota,Avensis,1.8 AT,Inline,4,Gasoline,8.6,11.7,6.9
Toyota,Avensis,1.8 CVT,Inline,4,Gasoline,6.7,8.6,5.6
Toyota,Avensis,1.8 MT,Inline,4,Gasoline,7.4,9.6,6.2
Toyota,Avensis,2.0  MT,Inline,4,Gasoline,6.9,9.1,5.6
Toyota,Avensis,2.0 AT,Inline,4,Gasoline,9,12.4,7
Toyota,Avensis,2.0 CVT,Inline,4,Gasoline,7,9.2,5.7
Toyota,Avensis,2.0 D MT,Inline,4,Diesel,5,7,4
Toyota,Avensis,2.0 D-4D MT,Inline,4,Diesel,5.2,6.6,4.5
Toyota,Avensis,2.0 D4-D MT,Inline,4,Diesel,5.9,8,4.8
Toyota,Avensis,2.0 MT,Inline,4,Gasoline,8.3,11.3,6.6
Toyota,Avensis,2.0 TD MT,Inline,4,Diesel,6.5,8.5,5.4
Toyota,Avensis,2.0 d MT,Inline,4,Diesel,4.5,5.7,3.8
Toyota,Avensis,2.2 D MT,Inline,4,Diesel,5,6,4
Toyota,Avensis,2.2 D-4D AT,Inline,4,Diesel,5.6,7.1,4.8
Toyota,Avensis,2.2 D-4D CVT,Inline,4,Diesel,6.4,8.2,5.3
Toyota,Avensis,2.2 D-4D MT,Inline,4,Diesel,5.5,7,4.7
Toyota,Avensis,2.4 AT,Inline,4,Gasoline,9.5,13.5,7.2
Toyota,Avensis,2.4 D MT,Inline,4,Diesel,9,13,7
Toyota,Aygo,1.0 AMT,Inline,3,Gasoline,4.2,5,3.8
Toyota,Aygo,1.0 MMT,Inline,3,Gasoline,4.6,5.5,4.1
Toyota,Aygo,1.0 MT,Inline,3,Gasoline,4.6,5.5,4.1
Toyota,Aygo,1.0 VVT-i MT,Inline,3,Gasoline,4.1,3.6,4.9
Toyota,Aygo,1.0 VVT-i X-Shift,Inline,3,Gasoline,4.2,3.8,4.9
Toyota,Aygo,1.4 HDi MT,Inline,4,Diesel,4.1,5.3,3.4
Toyota,C-HR,1.2 CVT 4WD,inline,4,petrol,6.1,7.5,5.5
Toyota,C-HR,1.2 CVT AWD,Inline,4,Gasoline,6.3,7.6,5.6
Toyota,C-HR,1.2 CVT,Inline,4,Gasoline,5.9,7.3,5.1
Toyota,C-HR,1.2 MT,Inline,4,Gasoline,5.9,7.4,5.1
Toyota,C-HR,1.8 AT,inline,4,hybrid,3.9,3.5,4.3
Toyota,C-HR,1.8 CVT Hybrid,Inline,4,Hybrid,3.6,3.3,3.8
Toyota,C-HR,2.0 AT,inline,4,hybrid,4.3,3.9,4.4
Toyota,C-HR,2.0 CVT AWD,Inline,4,Gasoline,6.9,8.8,5.8
Toyota,C-HR,2.0 CVT,inline,4,petrol,6.9,8.8,5.8
Toyota,Caldina,2.0 AT 4WD,Inline,4,Gasoline,8,11,7
Toyota,Camry Solara,2.2 MT,Inline,4,Gasoline,9,11.2,8.1
Toyota,Camry Solara,2.4 AT,Inline,4,Gasoline,9.6,11.3,8.1
Toyota,Camry Solara,2.4 MT,Inline,4,Gasoline,9,11.2,7.8
Toyota,Camry Solara,3.0 AT,V-type,6,Gasoline,11.5,13.8,9.4
Toyota,Camry Solara,3.0 MT,V-type,6,Gasoline,10,13,9
Toyota,Camry,2.0 AT,Inline,4,Gasoline,8.3,11.4,6.5
Toyota,Camry,2.0 MT,V-type,4,Gasoline,9.7,10.5,8.2
Toyota,Camry,2.5 AT,Inline,4,Gasoline,7.8,11,5.9
Toyota,Camry,2.5 Hybrid CVT,Inline,4,Hybrid,5.8,5.9,5.7
Toyota,Camry,3.5 AT,V-type,6,Gasoline,9.3,13.2,7
Toyota,Carina E,1.6 MT,inline,4,petrol,8.1,10.1,7.5
Toyota,Carina E,1.8 AT,inline,4,petrol,7.6,9.5,7.5
Toyota,Carina E,1.8 MT,inline,4,petrol,8.2,9.8,7.5
Toyota,Carina,1.6 AT,Inline,4,Gasoline,7.1,11,6
Toyota,Carina,1.6 MT,Inline,4,Gasoline,7.1,11,6
Toyota,Carina,1.8 MT,Inline,4,Gasoline,6.5,11,6
Toyota,Carina,2.0 MT 4WD,Inline,4,Gasoline,7,11,6
Toyota,Cavalier,2.4 AT,Inline,4,Gasoline,10.2,12,8
Toyota,Celica,1.6 AT,Inline,4,Gasoline,9.5,10.8,7.7
Toyota,Celica,1.6 GT MT,Inline,4,Gasoline,10.4,12.6,8.6
Toyota,Celica,1.6 MT,Inline,4,Gasoline,9.2,10.7,7.8
Toyota,Celica,1.8  AT,Inline,4,Gasoline,9.5,10.9,7.9
Toyota,Celica,1.8  MT ST,Inline,4,Gasoline,9.4,11,7.4
Toyota,Celica,1.8  MT,Inline,4,Gasoline,9.4,10.8,7.8
Toyota,Celica,1.8 AT,Inline,4,Gasoline,9.5,10.9,7.9
Toyota,Celica,1.8 GT-R AT,Inline,4,Gasoline,8.5,11.6,6.8
Toyota,Celica,1.8 GT-R MT,Inline,4,Gasoline,8.4,11.5,6.6
Toyota,Celica,1.8 MT,Inline,4,Gasoline,9.4,10.8,7.8
Toyota,Celica,1.8 VT-i AT,Inline,4,Gasoline,7,10,6
Toyota,Celica,1.8 VT-i MT,Inline,4,Gasoline,7.7,10.3,6.2
Toyota,Celica,1.8 VVTL - i Sport AT,Inline,4,Gasoline,8.4,11.5,6.6
Toyota,Celica,1.8 VVTL - i Sport MT,Inline,4,Gasoline,8.4,11.5,6.6
Toyota,Celica,2.0 AT,Inline,4,Gasoline,8.9,11.5,8.1
Toyota,Celica,2.0 GT MT,Inline,4,Gasoline,11.4,13.6,9.2
Toyota,Celica,2.0 GT-Four MT,Inline,4,Gasoline,9.1,11.5,8.7
Toyota,Celica,2.0 GT-S AT,Inline,4,Gasoline,9.8,11.2,7.9
Toyota,Celica,2.0 GT-S MT,Inline,4,Gasoline,9.7,11,7.8
Toyota,Celica,2.0 GTS MT,Inline,4,Gasoline,9.7,11,8.9
Toyota,Celica,2.0 MT,Inline,4,Gasoline,8.9,11,8
Toyota,Celica,2.0 Turbo MT 4WD,Inline,4,Gasoline,9.4,12.1,7.4
Toyota,Celica,2.2 AT,Inline,4,Gasoline,8.3,10.5,7.9
Toyota,Celica,2.2 MT,Inline,4,Gasoline,8,10,6.9
Toyota,Celica,2.6 MT,Inline,6,Gasoline,10.7,12.5,8.9
Toyota,Century,3.0 AT,V-type,8,Gasoline,9.1,12.8,7
Toyota,Corolla Verso,1.6 MT,Inline,4,Gasoline,7.3,9.4,6.2
Toyota,Corolla Verso,1.8 AMT,Inline,4,Gasoline,7.5,9.4,6.4
Toyota,Corolla Verso,1.8 AT,inline,4,petrol,7.5,9.4,6.4
Toyota,Corolla Verso,1.8 MT,Inline,4,Gasoline,7.7,9.9,6.5
Toyota,Corolla Verso,2.0 MT,inline,4,Diesel,6.2,7.8,5.3
Toyota,Corolla Verso,2.0 TD MT,Inline,4,Diesel,6.2,7.9,5.3
Toyota,Corolla Verso,2.2 MT,inline,4,Diesel,6.6,8.3,5.6
Toyota,Corolla Verso,2.2 TD MT,Inline,4,Diesel,6.6,8.3,5.6
Toyota,Corolla,1.2 CVT AWD,Inline,4,Gasoline,6.6,8.1,6
Toyota,Corolla,1.2 CVT,Inline,4,Gasoline,6.1,7.8,5.5
Toyota,Corolla,1.2 MT,Inline,4,Gasoline,6.3,8,5.6
Toyota,Corolla,1.3 MT,inline,4,petrol,6.7,8.8,6.2
Toyota,Corolla,1.33 MT,Inline,4,Gasoline,5.8,7.3,4.9
Toyota,Corolla,1.4 AMT,inline,4,diesel,4.8,5.6,4.3
Toyota,Corolla,1.4 AT,inline,4,diesel,4.9,5.8,4.3
Toyota,Corolla,1.4 D-4D MT,Inline,4,Diesel,4.6,5.6,4
Toyota,Corolla,1.4 MT,Inline,4,Gasoline,6.7,8.4,5.7
Toyota,Corolla,1.6 AT,inline,4,petrol,8.7,12.1,6.8
Toyota,Corolla,1.6 CVT,Inline,4,Gasoline,6.3,8.2,5.3
Toyota,Corolla,1.6 MT,inline,4,petrol,7.2,9.1,6.8
Toyota,Corolla,1.8 AT,inline,4,petrol,7.7,9.9,6.5
Toyota,Corolla,1.8 CVT,Inline,4,Gasoline,6.4,8.3,5.3
Toyota,Corolla,1.8 D MT,Inline,4,Diesel,6,6.3,4.3
Toyota,Corolla,1.8 Hybrid CVT,Inline,4,Hybrid,3.3,3.4,3
Toyota,Corolla,1.8 MT,Inline,4,Gasoline,8.3,11.1,6.7
Toyota,Corolla,1.8 Supercharged MT,Inline,4,Gasoline,9,11.4,7.6
Toyota,Corolla,2.0 CVT,Inline,4,Gasoline,6.5,7.3,5.6
Toyota,Corolla,2.0 D-4D MT,Inline,4,Diesel,5.7,7.3,4.7
Toyota,Corolla,2.0 MT,inline,4,diesel,6.4,8.4,5.3
Toyota,Corolla,2.2 AT,inline,4,diesel,5.7,7.2,4.8
Toyota,Cressida,2.0 MT,Inline,4,Gasoline,11,13,8
Toyota,Crown,2.0 5MT,Inline,6,Gasoline,9.5,11,7.8
Toyota,Crown,2.0 AT,Inline,6,Gasoline,8.8,12,8
Toyota,Crown,2.5 AT AWD,Inline,6,Gasoline,10.9,14,8
Toyota,Crown,2.5 AT RWD,Inline,6,Gasoline,9.6,14,8
Toyota,Crown,2.5 CVT 4WD,inline,4,hybrid,5.5,6.7,5.2
Toyota,Crown,2.6 Toyoglide,Inline,6,Gasoline,11.2,13.6,9.5
Toyota,Crown,3.5 CVT,V-type,6,hybrid,6.3,7.9,5.6
Toyota,Echo,1.3 AT,Inline,4,Gasoline,6.2,6.8,4.8
Toyota,Echo,1.3 MT,Inline,4,Gasoline,6,6.8,4.8
Toyota,Echo,1.5 AT,Inline,4,Gasoline,5.9,6.2,4.6
Toyota,Estima,2.4 AT 4WD,inline,4,petrol,9.4,12.2,8
Toyota,Estima,2.4 AT,Inline,4,Gasoline,9.4,12.2,8
Toyota,Estima,3.0 AT 4WD,V-type,6,petrol,10.6,15,10
Toyota,Estima,3.0 AT,V-type,6,Gasoline,10.6,15,10
Toyota,FJ Cruiser,4.0 AT 4WD,V-type,6,Gasoline,13.8,15.6,12.3
Toyota,FJ Cruiser,4.0 AT,V-type,6,Gasoline,13.1,13.8,11.2
Toyota,FJ Cruiser,4.0 MT 4WD,V-type,6,Gasoline,14.7,15.6,13
Toyota,Fortuner,2.7 AT 4WD,Inline,4,Gasoline,11.3,13.5,9.3
Toyota,Fortuner,2.7 AT,Inline,4,Gasoline,11.3,13.5,9.3
Toyota,Fortuner,2.7 MT 4WD,inline,4,petrol,10.7,14,8.8
Toyota,Fortuner,4.0 MT 4WD,V-type,6,Gasoline,12.7,17.1,10.2
Toyota,Fortuner,4.0 MT,V-type,6,Gasoline,12.7,17.1,10.2
Toyota,Fun Cargo,1.3 AT,Inline,4,Gasoline,6,8,5
Toyota,Fun Cargo,1.3 MT,Inline,4,Gasoline,6,8,5
Toyota,Fun Cargo,1.5 AT AWD,Inline,4,Gasoline,6,8,5
Toyota,Fun Cargo,1.5 AT FWD,Inline,4,Gasoline,6,8,5
Toyota,Harrier,2.2 AT 4WD,Inline,4,Gasoline,7.7,10,6.1
Toyota,Harrier,2.2 AT,Inline,4,Gasoline,7.7,10,6.1
Toyota,Harrier,3.0 AT 4WD,V-type,6,Gasoline,11.3,12.4,9.8
Toyota,Hiace,3.0 TD MT 8seat,Inline,4,Diesel,8.7,11.9,6.2
Toyota,Highlander,2.7 AT,Inline,4,Gasoline,9.9,13.3,7.9
Toyota,Highlander,3.3 AT 4WD 5seat,V-type,6,Hybrid,9,9.4,8.7
Toyota,Highlander,3.3 AT 4WD 7seat,V-type,6,Hybrid,9,9.4,8.7
Toyota,Highlander,3.3 AT 4WD,V-type,4,Hybrid,8.1,8.7,7.6
Toyota,Highlander,3.3 AT,V-type,6,Hybrid,7.8,8.3,7.1
Toyota,Highlander,3.5 AT 4WD,V-type,6,Gasoline,12.4,13.8,10.7
Toyota,Highlander,3.5 AT AWD,V-type,6,Gasoline,10.6,14.4,8.4
Toyota,Highlander,3.5 Hybrid CVT,V-type,6,Hybrid,8.6,8.7,8.4
Toyota,Hilux Surf,2.7 AT AWD,Inline,4,Gasoline,11.5,15.4,9
Toyota,Hilux Surf,2.7 AT,Inline,4,Gasoline,11.5,15.6,9.2
Toyota,Hilux Surf,3.0 AT AWD,V-type,6,Gasoline,15.6,16.6,7.69
Toyota,Hilux Surf,3.0 TD AT AWD,Inline,4,Diesel,11.7,15.6,9.2
Toyota,Hilux Surf,3.4 AT AWD,V-type,6,Gasoline,13.7,15.6,12
Toyota,Hilux Surf,3.4 AT,V-type,6,Gasoline,13.7,15.6,11.8
Toyota,Hilux,2.4 D MT 4WD,Inline,4,Diesel,7.3,8.9,6.4
Toyota,Hilux,2.5 TD MT AWD,Inline,4,Diesel,8.3,10.1,7.2
Toyota,Hilux,2.5D MT Turbo AWD,Inline,4,Diesel,8.3,10.1,7.2
Toyota,Hilux,2.8 D AT 4WD,Inline,4,Diesel,8.5,10.9,7.1
Toyota,Hilux,3.0 TD AT AWD,Inline,4,Diesel,8.9,11.7,7.3
Toyota,Hilux,3.0D AT Turbo AWD,Inline,4,Diesel,8.9,11.7,7.3
Toyota,Innova,2.0 AT 7seat,Inline,4,Gasoline,10,11.5,8.6
Toyota,Innova,2.0 MT 7seat,Inline,4,Gasoline,10,11.5,8.6
Toyota,Innova,2.0 MT 8seat,Inline,4,Gasoline,10,11.5,8.6
Toyota,Innova,2.5 D-4D AT 7seat,Inline,4,Diesel,8,9.8,7.5
Toyota,Innova,2.5 D-4D MT 7seat,Inline,4,Diesel,8,9.8,7.5
Toyota,Innova,2.5 D-4D MT 8seat,Inline,4,Diesel,8,9.8,7.5
Toyota,Land Cruiser Prado,2.8 D AT 4WD,Inline,4,Diesel,7.4,9.2,6.3
Toyota,Land Cruiser Prado,2.8 TD AT 4WD,Inline,4,Diesel,7.4,9.2,6.3
Toyota,Land Cruiser Prado,3.0 D AT 4WD,Inline,4,Diesel,8.1,9.7,7.1
Toyota,Land Cruiser Prado,3.0 D AT,Inline,4,Diesel,10,11,8
Toyota,Land Cruiser Prado,3.0 D MT 4WD,Inline,4,Diesel,8.1,9.7,7.1
Toyota,Land Cruiser Prado,3.0 D MT,Inline,4,Diesel,10,11,8
Toyota,Land Cruiser Prado,3.0 TD AT 4WD,Inline,4,Diesel,8.2,9.8,7.3
Toyota,Land Cruiser Prado,3.0 TD AT,Inline,4,Diesel,9.1,11.1,7.9
Toyota,Land Cruiser Prado,3.0 TD MT 4WD,Inline,4,Diesel,8.1,9.7,7.1
Toyota,Land Cruiser Prado,3.0 TD MT,Inline,4,Diesel,9.1,11.1,7.9
Toyota,Land Cruiser Prado,3.4 AT,V-type,6,Gasoline,12.4,16.7,9.8
Toyota,Land Cruiser Prado,4.0 AT 4WD,V-type,6,Gasoline,10.8,14.7,8.6
Toyota,Land Cruiser Prado,4.0 AT,V-type,6,Gasoline,13.2,17.7,10.6
Toyota,Land Cruiser,105 4.2 D MT,Inline,6,Diesel,11.1,14.1,10.8
Toyota,Land Cruiser,3.4 D MT J61V STD Roof,Inline,4,Diesel,11.2,13,9
Toyota,Land Cruiser,4.0 AT 4WD,V-type,6,petrol,12.4,16.7,9.8
Toyota,Land Cruiser,4.0 MT J62V STD Roof,Inline,6,Gasoline,14.5,18,11
Toyota,Land Cruiser,4.0 TD MT J61V High Roof,Inline,6,Diesel,12.5,15,10
Toyota,Land Cruiser,4.2 AT 4WD,inline,6,diesel,13.5,11.1,9.1
Toyota,Land Cruiser,4.2 D MT,Inline,6,Diesel,11.1,14.1,10.8
Toyota,Land Cruiser,4.2 MT 4WD,inline,6,diesel,11.1,14.1,10.8
Toyota,Land Cruiser,4.2 TD AT,Inline,6,Diesel,11,13.5,9.1
Toyota,Land Cruiser,4.2 TD MT J81V,Inline,6,Diesel,13.3,15.6,10.2
Toyota,Land Cruiser,4.2 TD MT,Inline,6,Diesel,11,13.5,9.1
Toyota,Land Cruiser,4.5 AT 4WD,inline,6,petrol,16.6,21.5,13.3
